,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
5981,6437,33.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,43,20002.519649606602
5982,28301,29.0,4.3,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,38,20002.519649606602
5983,42829,23.0,4.6,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,18,20002.519649606602
5984,44634,27.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,16,20002.519649606602
5985,1366,24.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,23,20002.519649606602
5986,8981,23.0,4.7,Windy,Low,2,Buffet,scooter,,No,Metropolitian,19,20002.519649606602
5987,15290,26.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.519649606602
5988,40341,33.0,4.8,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,22,20002.519649606602
5989,40757,26.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Urban,10,20002.519649606602
5990,37563,26.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,45,20002.519649606602
5991,17628,38.0,5.0,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.519649606602
5992,30142,30.0,4.8,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,20002.519649606602
5993,19173,33.0,5.0,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,32,20002.519649606602
5994,45424,26.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.519649606602
5995,38702,31.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.519649606602
5996,10204,39.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,20002.519649606602
5997,42339,21.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,14,20002.519649606602
5998,38938,25.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.519649606602
5999,30363,21.0,4.8,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,,22,20002.519649606602
6000,26977,24.0,4.9,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,16,20002.519649606602
6001,22380,22.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,19,20002.519649606602
6002,9892,28.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Urban,15,20002.519649606602
6003,42547,26.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,21,20002.519649606602
6004,42989,22.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Urban,17,20002.519649606602
6005,26590,37.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.519649606602
6006,14784,36.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Urban,44,20002.519649606602
6007,10502,35.0,4.7,Windy,Medium,0,Drinks,motorcycle,0.0,No,Urban,44,20002.519649606602
6008,24834,23.0,4.2,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,20002.519649606602
6009,6958,37.0,4.8,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,49,20002.519649606602
6010,20224,26.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,11,20002.519649606602
6011,22031,25.0,5.0,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,23,20002.519649606602
6012,7429,24.0,4.4,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,32,20002.519649606602
6013,40382,30.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.519649606602
6014,30998,23.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.519649606602
6015,8926,21.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,19,20002.519649606602
6016,25997,31.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,25,20002.519649606602
6017,32235,33.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,26,20002.519649606602
6018,21148,28.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.519649606602
6019,45485,28.0,4.8,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,34,20002.519649606602
6020,18344,31.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,41,20002.519649606602
6021,32475,23.0,5.0,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.519649606602
6022,13665,39.0,4.2,Cloudy,Jam,1,Meal,scooter,0.0,No,Urban,37,20002.519649606602
6023,42899,34.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,20002.519649606602
6024,13038,38.0,4.8,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.519649606602
6025,11810,31.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,26,20002.519649606602
6026,16966,24.0,4.7,Cloudy,High,0,Snack,motorcycle,0.0,No,Urban,24,20002.519649606602
6027,40553,21.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Urban,12,20002.519649606602
6028,34125,33.0,4.6,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Urban,39,20002.519649606602
6029,30845,31.0,4.7,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.519649606602
6030,7388,35.0,4.5,Sandstorms,Medium,1,Meal,scooter,,No,,30,20002.519649606602
6031,30650,39.0,4.6,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,,33,20002.519649606602
6032,38295,31.0,4.1,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,43,20002.519649606602
6033,14746,38.0,4.7,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,15,20002.519649606602
6034,21232,21.0,4.7,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,21,20002.519649606602
6035,42832,32.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Semi-Urban,49,20002.519649606602
6036,31733,39.0,4.8,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.519649606602
6037,12885,22.0,4.7,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,29,20002.519649606602
6038,32085,23.0,4.5,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,21,20002.519649606602
6039,37851,20.0,5.0,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.519649606602
6040,5800,26.0,4.4,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,39,20002.519649606602
6041,25656,,,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,15,20002.519649606602
6042,31295,36.0,4.6,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,48,20002.519649606602
6043,14203,21.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.519649606602
6044,21346,38.0,4.3,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,33,20002.519649606602
6045,11899,,,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,17,20002.519649606602
6046,40099,21.0,4.9,Sunny,Medium,1,Meal,motorcycle,1.0,No,Urban,10,20002.519649606602
6047,42541,27.0,4.8,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.519649606602
6048,43799,22.0,4.8,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.519649606602
6049,43934,31.0,4.4,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.519649606602
6050,18669,,,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,28,20002.519649606602
6051,24353,29.0,4.2,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,34,20002.519649606602
6052,26497,,,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.519649606602
6053,34927,30.0,4.7,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.519649606602
6054,13629,36.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.519649606602
6055,17853,34.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.519649606602
6056,23147,27.0,4.1,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34,20002.519649606602
6057,1708,21.0,4.8,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.519649606602
6058,22226,25.0,4.5,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.519649606602
6059,28110,33.0,4.9,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.519649606602
6060,32428,23.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.519649606602
6061,6147,29.0,4.9,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.519649606602
6062,32996,21.0,4.7,Stormy,High,1,Meal,motorcycle,1.0,No,Urban,20,20002.519649606602
6063,24740,30.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,29,20002.519649606602
6064,7471,23.0,4.6,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,26,20002.519649606602
6065,35844,32.0,4.6,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.519649606602
6066,16198,30.0,5.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.519649606602
6067,19361,28.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.519649606602
6068,14324,34.0,4.7,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,25,20002.519649606602
6069,43657,29.0,5.0,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.519649606602
6070,21072,26.0,4.8,Fog,Jam,2,Snack,motorcycle,2.0,No,Urban,43,20002.519649606602
6071,3031,21.0,4.4,Fog,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,40,20002.519649606602
6072,24903,29.0,4.9,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.519649606602
6073,17237,28.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,20,20002.519649606602
6074,42307,30.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,,27,20002.519649606602
6075,10511,24.0,5.0,Stormy,Medium,2,Buffet,scooter,,No,Metropolitian,26,20002.519649606602
6076,9314,31.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Semi-Urban,50,20002.519649606602
6077,29035,37.0,4.8,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.519649606602
6078,20730,28.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.519649606602
6079,35849,38.0,4.2,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,40,20002.519649606602
6080,19506,32.0,3.8,Windy,Jam,2,Snack,electric_scooter,2.0,No,Metropolitian,38,20002.519649606602
6081,40658,32.0,5.0,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.519649606602
6082,30506,28.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.519649606602
6083,13304,,,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,11,20002.519649606602
6084,39085,27.0,4.1,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.519649606602
6085,21970,33.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.519649606602
6086,19686,36.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Urban,20,20002.519649606602
6087,35506,30.0,4.8,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,32,20002.519649606602
6088,8281,33.0,4.8,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,25,20002.519649606602
6089,30443,,,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.519649606602
6090,25979,,,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.519649606602
6091,39565,33.0,3.8,Stormy,Medium,2,Buffet,scooter,1.0,No,,38,20002.519649606602
6092,24496,29.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.519649606602
6093,12872,27.0,4.7,Windy,Low,2,Meal,motorcycle,1.0,No,Urban,13,20002.519649606602
6094,8506,27.0,4.1,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.519649606602
6095,16726,36.0,5.0,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,44,20002.519649606602
6096,18129,26.0,4.0,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,37,20002.519649606602
6097,22673,34.0,4.6,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.519649606602
6098,19795,35.0,3.7,Stormy,Jam,1,Buffet,motorcycle,0.0,No,,34,20002.519649606602
6099,29253,38.0,4.6,Stormy,Jam,1,Snack,motorcycle,1.0,No,Urban,26,20002.519649606602
6100,4826,38.0,4.8,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Semi-Urban,49,20002.519649606602
6101,262,36.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.519649606602
6102,1630,22.0,4.9,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.519649606602
6103,20544,,,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,11,20002.519649606602
6104,26686,32.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.519649606602
6105,36150,27.0,4.9,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,16,20002.519649606602
6106,5976,34.0,4.0,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,31,20002.519649606602
6107,20949,29.0,4.3,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,35,20002.519649606602
6108,23341,29.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.519649606602
6109,23025,30.0,4.3,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.519649606602
6110,29456,21.0,4.4,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.519649606602
6111,29531,,,,,3,Drinks,motorcycle,2.0,No,Metropolitian,43,20002.519649606602
6112,36836,34.0,4.6,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,20002.519649606602
6113,44160,35.0,4.9,Fog,Low,2,Meal,scooter,1.0,No,Urban,16,20002.519649606602
6114,28667,22.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,14,20002.519649606602
6115,11172,23.0,4.7,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,20,20002.519649606602
6116,34196,36.0,4.5,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.519649606602
6117,5238,25.0,4.8,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.519649606602
6118,22125,26.0,4.7,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10,20002.519649606602
6119,35157,31.0,3.8,Fog,Low,1,Drinks,scooter,2.0,No,Metropolitian,34,20002.519649606602
6120,8794,35.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.519649606602
6121,953,21.0,4.3,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.519649606602
6122,35248,32.0,4.7,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.519649606602
6123,1504,39.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.519649606602
6124,20966,39.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.519649606602
6125,12503,29.0,4.7,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,24,20002.519649606602
6126,8191,27.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,35,20002.519649606602
6127,8513,36.0,4.8,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,29,20002.519649606602
6128,42546,32.0,4.9,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,52,20002.519649606602
6129,28766,28.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,23,20002.519649606602
6130,32533,33.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.519649606602
6131,43827,38.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.519649606602
6132,19034,,,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.519649606602
6133,12142,22.0,5.0,Sandstorms,Jam,1,Buffet,motorcycle,,No,Urban,15,20002.519649606602
6134,44727,31.0,4.6,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,39,20002.519649606602
6135,15685,34.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Urban,10,20002.518910419443
6136,44272,23.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.518910419443
6137,25107,24.0,4.6,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.518910305345
6138,43865,25.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.518910305345
6139,17362,22.0,4.6,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,18,20002.518910305345
6140,35280,34.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,36,20002.51891026922
6141,26105,36.0,4.5,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,25,20002.51891026922
6142,15054,33.0,4.6,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.51891023055
6143,37806,37.0,4.7,Windy,Low,2,Meal,motorcycle,,No,Metropolitian,27,20002.51891023055
6144,23877,34.0,4.7,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,20002.51891023055
6145,28574,34.0,4.3,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,40,20002.518910225066
6146,15363,,,,,3,Buffet,scooter,0.0,No,,26,20002.518910225066
6147,18887,30.0,4.9,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.518910225066
6148,14157,37.0,4.8,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,20002.518910174487
6149,12830,32.0,4.8,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,20002.518910174487
6150,14779,32.0,4.7,Fog,Jam,1,Buffet,motorcycle,0.0,No,Urban,38,20002.518910166254
6151,17347,22.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,20002.518910166254
6152,8602,35.0,4.7,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.518910166254
6153,32065,32.0,4.6,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,22,20002.51891014182
6154,17226,29.0,5.0,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,20002.51891014182
6155,23935,37.0,4.7,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.518910139937
6156,38543,27.0,4.7,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.518910139937
6157,11144,25.0,4.5,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.518910139803
6158,8700,38.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,36,20002.518910139803
6159,9998,28.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.518910139803
6160,6510,24.0,4.6,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.518910137747
6161,30133,23.0,4.8,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,43,20002.518910137747
6162,17100,30.0,4.9,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,20002.518910137747
6163,9228,,,Fog,Jam,0,Drinks,motorcycle,0.0,No,Urban,25,20002.518910136365
6164,7814,34.0,4.6,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,20002.518910136365
6165,39885,28.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,18,20002.518910136365
6166,37480,22.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,11,20002.518910134782
6167,34117,38.0,4.0,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,46,20002.518910134782
6168,25098,30.0,4.1,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,20002.518910134782
6169,14946,33.0,4.7,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.518910098854
6170,17570,29.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,15,20002.518910098854
6171,2766,22.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.518910059058
6172,19754,39.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.518910059058
6173,6725,20.0,4.8,Windy,Medium,2,Snack,scooter,,No,Metropolitian,21,20002.518910041537
6174,29424,21.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.518910041537
6175,27825,34.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.518910041537
6176,38788,25.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.518910040184
6177,654,29.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.518910040184
6178,35443,21.0,4.7,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,20002.518910040184
6179,33907,33.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,20002.518903178494
6180,23547,38.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16,20002.518903178494
6181,29923,30.0,4.4,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Urban,39,20002.518903178494
6182,44966,32.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,22,20002.518903178494
6183,9345,37.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.518903100332
6184,9377,33.0,4.4,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.518903100332
6185,28277,37.0,4.6,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.518903052005
6186,41662,30.0,5.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.518903052005
6187,4485,36.0,4.8,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,20002.518903033328
6188,14969,37.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,22,20002.518903033328
6189,12693,35.0,4.8,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Urban,27,20002.518903033328
6190,45109,39.0,4.9,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25,20002.518903033328
6191,26469,,,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,24,20002.51890278388
6192,25154,34.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.51890278388
6193,25814,26.0,4.8,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.518902760137
6194,33529,30.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,30,20002.518902760137
6195,11217,21.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,43,20002.518902687563
6196,27511,21.0,4.0,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,36,20002.518902687563
6197,35925,35.0,4.6,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.518902654036
6198,28152,22.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.51890259345
6199,13941,39.0,4.2,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,20002.51890259345
6200,35200,38.0,5.0,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,33,20002.51890259345
6201,32652,28.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.518902590713
6202,30569,33.0,4.6,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.518902590713
6203,16097,,,,,3,Meal,bicycle,0.0,No,Metropolitian,31,20002.518902590713
6204,20988,39.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51890247862
6205,5799,22.0,5.0,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,17,20002.51890247862
6206,29950,38.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.51890247862
6207,26847,39.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,25,20002.518862420533
6208,30602,21.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.518862420533
6209,31608,31.0,3.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,37,20002.518862420533
6210,38656,23.0,4.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,20002.51886234871
6211,25190,30.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,52,20002.51886196702
6212,15613,33.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,28,20002.51886196702
6213,36120,35.0,4.7,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.51886196702
6214,32037,31.0,4.8,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.518861944674
6215,9525,39.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.518861944674
6216,26800,,,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,34,20002.518861944674
6217,29602,28.0,4.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.518861944674
6218,10968,37.0,4.9,Sunny,High,2,Snack,motorcycle,0.0,No,Metropolitian,23,20002.518861944674
6219,1242,21.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.518861944674
6220,34943,26.0,2.8,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,43,20002.51886192669
6221,31016,39.0,4.7,Windy,Jam,0,Drinks,motorcycle,0.0,No,Urban,36,20002.518861924756
6222,16884,27.0,4.6,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,12,20002.518861924756
6223,5256,33.0,4.6,Windy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51886192435
6224,7830,35.0,4.6,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.51886192435
6225,5601,23.0,4.9,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,39,20002.51886192435
6226,21170,29.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Urban,25,20002.51886191535
